timestamp,detection_id,attack_type,link_id,detection_rate,latency_ms,false_positive_rate,dc_confidence,lba_score,mhv_confidence,tm_decision,modules_involved,evidence,action_taken,run_id,correlated_event_id,decoy_link_hit,detection_source
2026-01-17T21:44:20.943315,det_00011,link_forgery,00:00:00:00:00:08:6-00:00:00:00:00:0b:14,100,16.9,1.8,0.92,0.2,0,0.86,DC,Behavioral anomaly detected: link_forgery,rate_limit,1,attack_000011,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:44:10.514433,det_00012,link_forgery,00:00:00:00:00:01:24-00:00:00:00:00:0b:6,100,10.7,1.6,0.86,0.2,0,0.99,DC,Behavioral anomaly detected: link_forgery,alert_only,1,attack_000012,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:44:41.785860,det_00013,link_forgery,00:00:00:00:00:11:31-00:00:00:00:00:12:41,100,17.6,1.8,0.96,0.2,0,0.93,DC,Behavioral anomaly detected: link_forgery,alert_only,1,attack_000013,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:44:25.563108,det_00014,link_forgery,00:00:00:00:00:0c:37-00:00:00:00:00:01:9,100,16,1.5,0.86,0.2,0,0.92,DC,Behavioral anomaly detected: link_forgery,alert_only,1,attack_000014,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:44:40.134778,det_00015,link_forgery,00:00:00:00:00:07:46-00:00:00:00:00:11:24,100,10.6,1.8,0.9,0.2,0,0.98,DC,Behavioral anomaly detected: link_forgery,rate_limit,1,attack_000015,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:44:38.425140,det_00016,link_forgery,00:00:00:00:00:0d:30-00:00:00:00:00:05:30,100,5.6,2,0.93,0.2,0,0.95,DC,Behavioral anomaly detected: link_forgery,rate_limit,1,attack_000016,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:45:02.291645,det_00017,link_forgery,00:00:00:00:00:0c:12-00:00:00:00:00:11:39,100,12.8,1.6,0.98,0.2,0,0.93,DC,Behavioral anomaly detected: link_forgery,alert_only,1,attack_000017,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:45:08.065960,det_00018,link_forgery,00:00:00:00:00:14:57-00:00:00:00:00:07:58,100,4.8,2.1,1,0.2,0,0.95,DC,Decoy link hit detected from 00:00:00:00:00:14 to 00:00:00:00:00:07,immediate_quarantine,1,attack_000018,YES,DECOY_LINK_HIT
2026-01-17T21:45:14.665344,det_00019,link_forgery,00:00:00:00:00:09:20-00:00:00:00:00:04:40,100,9.5,1.9,0.88,0.2,0,0.91,DC,Behavioral anomaly detected: link_forgery,alert_only,1,attack_000019,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:45:03.018512,det_00020,link_forgery,00:00:00:00:00:02:10-00:00:00:00:00:0a:1,100,12.1,2,0.96,0.2,0,0.91,DC,Behavioral anomaly detected: link_forgery,quarantine_link,1,attack_000020,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:45:22.534421,det_00021,link_forgery,00:00:00:00:00:0a:36-00:00:00:00:00:0d:36,100,11.6,1.7,0.93,0.2,0,0.92,DC,Behavioral anomaly detected: link_forgery,quarantine_link,1,attack_000021,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:45:20.882262,det_00022,link_forgery,00:00:00:00:00:14:4-00:00:00:00:00:0d:23,100,12.5,1.7,1.03,0.2,0,0.98,DC,Behavioral anomaly detected: link_forgery,alert_only,1,attack_000022,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:45:22.191643,det_00023,link_forgery,00:00:00:00:00:01:9-00:00:00:00:00:13:29,100,12.8,1.6,0.93,0.2,0,0.97,DC,Behavioral anomaly detected: link_forgery,quarantine_link,1,attack_000023,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:45:47.059245,det_00024,link_forgery,00:00:00:00:00:09:37-00:00:00:00:00:08:16,100,11.5,1.8,0.92,0.2,0,0.95,DC,Behavioral anomaly detected: link_forgery,rate_limit,1,attack_000024,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:45:37.868397,det_00025,link_forgery,00:00:00:00:00:04:43-00:00:00:00:00:06:45,100,11.3,1.7,0.98,0.2,0,0.94,DC,Behavioral anomaly detected: link_forgery,alert_only,1,attack_000025,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:45:35.461385,det_00026,link_forgery,00:00:00:00:00:0a:25-00:00:00:00:00:07:31,100,14.8,1.9,0.85,0.2,0,0.97,DC,Behavioral anomaly detected: link_forgery,quarantine_link,1,attack_000026,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:46:00.262232,det_00027,link_forgery,00:00:00:00:00:0c:27-00:00:00:00:00:09:25,100,14.3,1.5,0.94,0.2,0,0.95,DC,Behavioral anomaly detected: link_forgery,rate_limit,1,attack_000027,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:46:07.459883,det_00028,link_forgery,00:00:00:00:00:0d:5-00:00:00:00:00:0e:24,100,18.5,2,1.03,0.2,0,0.95,DC,Behavioral anomaly detected: link_forgery,rate_limit,1,attack_000028,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:46:15.920413,det_00029,link_forgery,00:00:00:00:00:02:46-00:00:00:00:00:14:19,100,11.7,1.5,0.87,0.2,0,0.92,DC,Behavioral anomaly detected: link_forgery,rate_limit,1,attack_000029,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:46:02.325177,det_00030,link_forgery,00:00:00:00:00:0e:12-00:00:00:00:00:01:15,100,19.1,1.9,0.99,0.2,0,0.97,DC,Behavioral anomaly detected: link_forgery,quarantine_link,1,attack_000030,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:46:25.008067,det_00031,link_forgery,00:00:00:00:00:0f:50-00:00:00:00:00:02:53,100,5.4,1.9,1,0.2,0,0.93,DC,Decoy link hit detected from 00:00:00:00:00:0f to 00:00:00:00:00:02,immediate_quarantine,1,attack_000031,YES,DECOY_LINK_HIT
2026-01-17T21:46:20.892955,det_00032,link_forgery,00:00:00:00:00:09:3-00:00:00:00:00:10:4,100,5.1,2,1,0.2,0,0.92,DC,Decoy link hit detected from 00:00:00:00:00:09 to 00:00:00:00:00:10,immediate_quarantine,1,attack_000032,YES,DECOY_LINK_HIT
2026-01-17T21:46:19.962169,det_00033,link_forgery,00:00:00:00:00:0d:24-00:00:00:00:00:01:8,100,13.6,1.8,1.01,0.2,0,0.92,DC,Behavioral anomaly detected: link_forgery,rate_limit,1,attack_000033,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:46:21.969753,det_00034,link_forgery,00:00:00:00:00:06:37-00:00:00:00:00:05:25,100,13.6,1.8,0.9,0.2,0,0.9,DC,Behavioral anomaly detected: link_forgery,rate_limit,1,attack_000034,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:46:28.675861,det_00035,link_forgery,00:00:00:00:00:09:3-00:00:00:00:00:10:4,100,5.4,1.9,1,0.2,0,0.93,DC,Decoy link hit detected from 00:00:00:00:00:09 to 00:00:00:00:00:10,immediate_quarantine,1,attack_000035,YES,DECOY_LINK_HIT
2026-01-17T21:46:36.132251,det_00036,link_forgery,00:00:00:00:00:03:45-00:00:00:00:00:0b:21,100,13,2,0.92,0.2,0,0.96,DC,Behavioral anomaly detected: link_forgery,rate_limit,1,attack_000036,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:47:04.996549,det_00037,link_forgery,00:00:00:00:00:0f:50-00:00:00:00:00:02:53,100,5.8,1.9,1,0.2,0,0.96,DC,Decoy link hit detected from 00:00:00:00:00:0f to 00:00:00:00:00:02,immediate_quarantine,1,attack_000037,YES,DECOY_LINK_HIT
2026-01-17T21:46:44.060332,det_00038,link_forgery,00:00:00:00:00:13:10-00:00:00:00:00:14:19,100,14.4,1.7,1.02,0.2,0,0.94,DC,Behavioral anomaly detected: link_forgery,quarantine_link,1,attack_000038,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:47:18.248689,det_00039,link_forgery,00:00:00:00:00:10:23-00:00:00:00:00:13:47,100,11.1,2.1,0.91,0.2,0,0.98,DC,Behavioral anomaly detected: link_forgery,rate_limit,1,attack_000039,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:46:59.565990,det_00040,link_forgery,00:00:00:00:00:01:57-00:00:00:00:00:0e:63,100,5.8,1.8,1,0.2,0,0.92,DC,Decoy link hit detected from 00:00:00:00:00:01 to 00:00:00:00:00:0e,immediate_quarantine,1,attack_000040,YES,DECOY_LINK_HIT
2026-01-17T21:47:17.652574,det_00041,link_forgery,00:00:00:00:00:0e:6-00:00:00:00:00:10:46,100,16.8,1.8,1.05,0.2,0,0.86,DC,Behavioral anomaly detected: link_forgery,rate_limit,1,attack_000041,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:47:18.139322,det_00042,link_forgery,00:00:00:00:00:0d:6-00:00:00:00:00:12:5,100,13.6,1.8,1.01,0.2,0,0.95,DC,Behavioral anomaly detected: link_forgery,alert_only,1,attack_000042,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:47:23.818830,det_00043,link_forgery,00:00:00:00:00:0f:27-00:00:00:00:00:03:11,100,12.7,1.5,1.03,0.2,0,0.93,DC,Behavioral anomaly detected: link_forgery,alert_only,1,attack_000043,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:47:40.627824,det_00044,link_forgery,00:00:00:00:00:01:57-00:00:00:00:00:0e:63,100,5.2,1.7,1,0.2,0,0.88,DC,Decoy link hit detected from 00:00:00:00:00:01 to 00:00:00:00:00:0e,immediate_quarantine,1,attack_000044,YES,DECOY_LINK_HIT
2026-01-17T21:47:51.696966,det_00045,link_forgery,00:00:00:00:00:02:6-00:00:00:00:00:0f:21,100,12,1.6,0.99,0.2,0,0.97,DC,Behavioral anomaly detected: link_forgery,alert_only,1,attack_000045,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:47:34.551671,det_00046,link_forgery,00:00:00:00:00:0d:36-00:00:00:00:00:11:21,100,16.2,2.1,0.94,0.2,0,0.89,DC,Behavioral anomaly detected: link_forgery,rate_limit,1,attack_000046,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:47:46.689787,det_00047,link_forgery,00:00:00:00:00:0a:34-00:00:00:00:00:06:5,100,4.8,2,0.86,0.2,0,0.98,DC,Behavioral anomaly detected: link_forgery,quarantine_link,1,attack_000047,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:47:53.663026,det_00048,link_forgery,00:00:00:00:00:14:29-00:00:00:00:00:03:4,100,21.8,2,0.98,0.2,0,0.86,DC,Behavioral anomaly detected: link_forgery,alert_only,1,attack_000048,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:48:13.207804,det_00049,link_forgery,00:00:00:00:00:0c:46-00:00:00:00:00:0b:16,100,4.7,1.8,1,0.2,0,0.89,DC,Decoy link hit detected from 00:00:00:00:00:0c to 00:00:00:00:00:0b,immediate_quarantine,1,attack_000049,YES,DECOY_LINK_HIT
2026-01-17T21:48:24.339398,det_00050,link_forgery,00:00:00:00:00:0c:41-00:00:00:00:00:11:6,100,20.3,2,1.03,0.2,0,0.97,DC,Behavioral anomaly detected: link_forgery,quarantine_link,1,attack_000050,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:48:08.711427,det_00051,link_forgery,00:00:00:00:00:11:20-00:00:00:00:00:0f:17,100,12,1.7,0.93,0.2,0,0.87,DC,Behavioral anomaly detected: link_forgery,rate_limit,1,attack_000051,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:48:10.736974,det_00052,link_forgery,00:00:00:00:00:0b:33-00:00:00:00:00:08:40,100,14.8,2.1,0.89,0.2,0,0.88,DC,Behavioral anomaly detected: link_forgery,alert_only,1,attack_000052,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:48:21.441010,det_00053,link_forgery,00:00:00:00:00:05:14-00:00:00:00:00:02:21,100,15.1,2.1,1.01,0.2,0,0.94,DC,Behavioral anomaly detected: link_forgery,alert_only,1,attack_000053,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:48:29.813172,det_00054,link_forgery,00:00:00:00:00:0d:22-00:00:00:00:00:10:1,100,10.9,1.9,0.85,0.2,0,0.98,DC,Behavioral anomaly detected: link_forgery,quarantine_link,1,attack_000054,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:48:53.299614,det_00055,link_forgery,00:00:00:00:00:09:15-00:00:00:00:00:13:33,100,13.5,1.6,0.86,0.2,0,0.87,DC,Behavioral anomaly detected: link_forgery,rate_limit,1,attack_000055,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:48:48.256184,det_00056,link_forgery,00:00:00:00:00:0a:16-00:00:00:00:00:08:46,100,21.8,2.1,0.94,0.2,0,0.95,DC,Behavioral anomaly detected: link_forgery,rate_limit,1,attack_000056,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:48:52.904033,det_00057,link_forgery,00:00:00:00:00:05:63-00:00:00:00:00:13:52,100,4.3,2,1,0.2,0,0.96,DC,Decoy link hit detected from 00:00:00:00:00:05 to 00:00:00:00:00:13,immediate_quarantine,1,attack_000057,YES,DECOY_LINK_HIT
2026-01-17T21:49:09.452719,det_00058,link_forgery,00:00:00:00:00:0f:26-00:00:00:00:00:06:24,100,15.3,2,1.01,0.2,0,0.96,DC,Behavioral anomaly detected: link_forgery,quarantine_link,1,attack_000058,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:49:01.647206,det_00059,link_forgery,00:00:00:00:00:05:43-00:00:00:00:00:02:47,100,13.4,2.1,0.97,0.2,0,0.93,DC,Behavioral anomaly detected: link_forgery,quarantine_link,1,attack_000059,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:49:02.535683,det_00060,link_forgery,00:00:00:00:00:01:21-00:00:00:00:00:09:2,100,19.6,2.1,0.93,0.2,0,0.89,DC,Behavioral anomaly detected: link_forgery,alert_only,1,attack_000060,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:49:03.596977,det_00061,link_forgery,00:00:00:00:00:03:53-00:00:00:00:00:06:63,100,6.9,1.8,1,0.2,0,0.91,DC,Decoy link hit detected from 00:00:00:00:00:03 to 00:00:00:00:00:06,immediate_quarantine,1,attack_000061,YES,DECOY_LINK_HIT
2026-01-17T21:49:33.745223,det_00062,link_forgery,00:00:00:00:00:08:32-00:00:00:00:00:0c:10,100,5.6,1.5,1,0.2,0,0.99,DC,Decoy link hit detected from 00:00:00:00:00:08 to 00:00:00:00:00:0c,immediate_quarantine,1,attack_000062,YES,DECOY_LINK_HIT
2026-01-17T21:49:34.456761,det_00063,link_forgery,00:00:00:00:00:0d:21-00:00:00:00:00:01:11,100,14.7,1.7,0.85,0.2,0,0.91,DC,Behavioral anomaly detected: link_forgery,quarantine_link,1,attack_000063,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:49:38.161497,det_00064,link_forgery,00:00:00:00:00:14:57-00:00:00:00:00:07:58,100,6.1,1.6,1,0.2,0,0.98,DC,Decoy link hit detected from 00:00:00:00:00:14 to 00:00:00:00:00:07,immediate_quarantine,1,attack_000064,YES,DECOY_LINK_HIT
2026-01-17T21:49:46.167147,det_00065,link_forgery,00:00:00:00:00:0c:38-00:00:00:00:00:12:38,100,10.4,1.8,0.92,0.2,0,0.99,DC,Behavioral anomaly detected: link_forgery,quarantine_link,1,attack_000065,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:49:42.561470,det_00066,link_forgery,00:00:00:00:00:03:7-00:00:00:00:00:10:42,100,8.9,1.7,1.04,0.2,0,0.98,DC,Behavioral anomaly detected: link_forgery,alert_only,1,attack_000066,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:49:44.968004,det_00067,link_forgery,00:00:00:00:00:0b:18-00:00:00:00:00:08:45,100,13.1,1.9,0.86,0.2,0,0.87,DC,Behavioral anomaly detected: link_forgery,quarantine_link,1,attack_000067,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:49:56.794150,det_00068,link_forgery,00:00:00:00:00:0e:40-00:00:00:00:00:03:35,100,13,1.5,0.95,0.2,0,0.87,DC,Behavioral anomaly detected: link_forgery,alert_only,1,attack_000068,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:49:48.960332,det_00069,link_forgery,00:00:00:00:00:09:18-00:00:00:00:00:11:12,100,11.4,1.6,0.98,0.2,0,0.89,DC,Behavioral anomaly detected: link_forgery,alert_only,1,attack_000069,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:50:12.315300,det_00070,link_forgery,00:00:00:00:00:0c:35-00:00:00:00:00:0b:10,100,17.9,1.6,0.92,0.2,0,0.94,DC,Behavioral anomaly detected: link_forgery,quarantine_link,1,attack_000070,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:50:24.651054,det_00071,link_forgery,00:00:00:00:00:14:57-00:00:00:00:00:07:58,100,5.6,1.7,1,0.2,0,0.93,DC,Decoy link hit detected from 00:00:00:00:00:14 to 00:00:00:00:00:07,immediate_quarantine,1,attack_000071,YES,DECOY_LINK_HIT
2026-01-17T21:50:09.420644,det_00072,link_forgery,00:00:00:00:00:0f:15-00:00:00:00:00:04:30,100,15.8,1.7,0.99,0.2,0,0.88,DC,Behavioral anomaly detected: link_forgery,quarantine_link,1,attack_000072,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:50:14.198923,det_00073,link_forgery,00:00:00:00:00:09:16-00:00:00:00:00:02:1,100,11.8,1.7,0.95,0.2,0,0.94,DC,Behavioral anomaly detected: link_forgery,alert_only,1,attack_000073,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:50:27.277792,det_00074,link_forgery,00:00:00:00:00:06:36-00:00:00:00:00:05:29,100,15.6,1.8,0.96,0.2,0,0.86,DC,Behavioral anomaly detected: link_forgery,rate_limit,1,attack_000074,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:50:51.375182,det_00075,link_forgery,00:00:00:00:00:01:1-00:00:00:00:00:12:4,100,10.8,1.7,0.96,0.2,0,0.87,DC,Behavioral anomaly detected: link_forgery,rate_limit,1,attack_000075,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:50:52.848256,det_00076,link_forgery,00:00:00:00:00:14:14-00:00:00:00:00:0d:37,100,12.2,1.6,0.99,0.2,0,0.91,DC,Behavioral anomaly detected: link_forgery,alert_only,1,attack_000076,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:50:42.599469,det_00077,link_forgery,00:00:00:00:00:0c:9-00:00:00:00:00:07:37,100,14.7,1.5,0.98,0.2,0,0.94,DC,Behavioral anomaly detected: link_forgery,quarantine_link,1,attack_000077,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:50:44.619992,det_00078,link_forgery,00:00:00:00:00:0e:54-00:00:00:00:00:14:59,100,6,1.6,1,0.2,0,0.93,DC,Decoy link hit detected from 00:00:00:00:00:0e to 00:00:00:00:00:14,immediate_quarantine,1,attack_000078,YES,DECOY_LINK_HIT
2026-01-17T21:51:11.036208,det_00079,link_forgery,00:00:00:00:00:09:32-00:00:00:00:00:06:48,100,3.2,1.6,1,0.2,0,0.93,DC,Behavioral anomaly detected: link_forgery,rate_limit,1,attack_000079,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:51:06.427512,det_00080,link_forgery,00:00:00:00:00:04:45-00:00:00:00:00:0e:35,100,18.4,1.7,0.88,0.2,0,0.86,DC,Behavioral anomaly detected: link_forgery,quarantine_link,1,attack_000080,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:51:07.956422,det_00081,link_forgery,00:00:00:00:00:01:57-00:00:00:00:00:0e:63,100,5.6,1.5,1,0.2,0,0.88,DC,Decoy link hit detected from 00:00:00:00:00:01 to 00:00:00:00:00:0e,immediate_quarantine,1,attack_000081,YES,DECOY_LINK_HIT
2026-01-17T21:51:26.148292,det_00082,link_forgery,00:00:00:00:00:11:2-00:00:00:00:00:0c:33,100,16,2,0.93,0.2,0,0.97,DC,Behavioral anomaly detected: link_forgery,rate_limit,1,attack_000082,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:51:17.678585,det_00083,link_forgery,00:00:00:00:00:11:51-00:00:00:00:00:03:53,100,5.5,1.6,1,0.2,0,0.92,DC,Decoy link hit detected from 00:00:00:00:00:11 to 00:00:00:00:00:03,immediate_quarantine,1,attack_000083,YES,DECOY_LINK_HIT
2026-01-17T21:51:23.995196,det_00084,link_forgery,00:00:00:00:00:13:8-00:00:00:00:00:12:7,100,14.7,1.6,0.9,0.2,0,0.94,DC,Behavioral anomaly detected: link_forgery,alert_only,1,attack_000084,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:51:30.446177,det_00085,link_forgery,00:00:00:00:00:0a:16-00:00:00:00:00:02:11,100,18.3,1.9,0.86,0.2,0,0.89,DC,Behavioral anomaly detected: link_forgery,quarantine_link,1,attack_000085,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:51:57.920907,det_00086,link_forgery,00:00:00:00:00:0a:46-00:00:00:00:00:02:34,100,15.8,1.9,0.92,0.2,0,0.91,DC,Behavioral anomaly detected: link_forgery,rate_limit,1,attack_000086,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:51:44.502365,det_00087,link_forgery,00:00:00:00:00:12:33-00:00:00:00:00:01:7,100,8.9,2.1,0.9,0.2,0,0.89,DC,Behavioral anomaly detected: link_forgery,rate_limit,1,attack_000087,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:51:48.817745,det_00088,link_forgery,00:00:00:00:00:03:7-00:00:00:00:00:0b:40,100,17.9,1.8,0.96,0.2,0,0.92,DC,Behavioral anomaly detected: link_forgery,alert_only,1,attack_000088,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:51:53.856812,det_00089,link_forgery,00:00:00:00:00:04:30-00:00:00:00:00:0b:44,100,18.3,1.8,0.95,0.2,0,0.94,DC,Behavioral anomaly detected: link_forgery,quarantine_link,1,attack_000089,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:52:13.475576,det_00090,link_forgery,00:00:00:00:00:0f:43-00:00:00:00:00:04:13,100,15.9,2,0.96,0.2,0,0.88,DC,Behavioral anomaly detected: link_forgery,rate_limit,1,attack_000090,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:52:05.991351,det_00091,link_forgery,00:00:00:00:00:05:17-00:00:00:00:00:0d:18,100,8.9,1.9,0.86,0.2,0,0.95,DC,Behavioral anomaly detected: link_forgery,alert_only,1,attack_000091,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:52:11.062081,det_00092,link_forgery,00:00:00:00:00:0b:16-00:00:00:00:00:08:24,100,15.6,1.7,0.92,0.2,0,0.9,DC,Behavioral anomaly detected: link_forgery,quarantine_link,1,attack_000092,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:52:31.604495,det_00093,link_forgery,00:00:00:00:00:02:2-00:00:00:00:00:07:31,100,17.4,1.8,0.92,0.2,0,0.98,DC,Behavioral anomaly detected: link_forgery,rate_limit,1,attack_000093,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:52:39.478498,det_00094,link_forgery,00:00:00:00:00:0e:36-00:00:00:00:00:12:1,100,15.4,1.6,0.92,0.2,0,0.96,DC,Behavioral anomaly detected: link_forgery,alert_only,1,attack_000094,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:52:43.263560,det_00095,link_forgery,00:00:00:00:00:0b:44-00:00:00:00:00:06:39,100,10,2,0.96,0.2,0,0.87,DC,Behavioral anomaly detected: link_forgery,rate_limit,1,attack_000095,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:52:54.412439,det_00096,link_forgery,00:00:00:00:00:0f:7-00:00:00:00:00:13:13,100,14.7,1.9,0.99,0.2,0,0.96,DC,Behavioral anomaly detected: link_forgery,alert_only,1,attack_000096,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:52:54.514519,det_00097,link_forgery,00:00:00:00:00:05:61-00:00:00:00:00:0b:51,100,6.4,2.1,1,0.2,0,0.89,DC,Decoy link hit detected from 00:00:00:00:00:05 to 00:00:00:00:00:0b,immediate_quarantine,1,attack_000097,YES,DECOY_LINK_HIT
2026-01-17T21:52:54.210536,det_00098,link_forgery,00:00:00:00:00:14:33-00:00:00:00:00:0c:35,100,12.3,2,1.02,0.2,0,0.9,DC,Behavioral anomaly detected: link_forgery,alert_only,1,attack_000098,NO,BEHAVIORAL_ANALYSIS
2026-01-17T21:53:10.722836,det_00099,link_forgery,00:00:00:00:00:08:32-00:00:00:00:00:0c:10,100,6,1.9,1,0.2,0,0.89,DC,Decoy link hit detected from 00:00:00:00:00:08 to 00:00:00:00:00:0c,immediate_quarantine,1,attack_000099,YES,DECOY_LINK_HIT
